Timestamp: 20240917_194914
Mean magnitude: 5.229125499725342
Mean magnitude: 4.37768030166626
Mean magnitude: 0.899071216583252
Mean magnitude: 0.7476915121078491
Mean magnitude: 6.061233997344971
Mean magnitude: 6.164133548736572
Mean magnitude: 7.075620174407959
Mean magnitude: 9.322771072387695
Mean magnitude: 6.407041072845459
Mean magnitude: 11.510969161987305
Mean magnitude: 4.908059597015381
Mean magnitude: 6.008551120758057
Mean magnitude: 5.261072635650635
Mean magnitude: 7.755370616912842
Mean magnitude: 5.437150001525879
Mean magnitude: 4.474760055541992
Mean magnitude: 8.158024787902832
Mean magnitude: 0.7545664310455322
Mean magnitude: 16.22736930847168
Mean magnitude: 18.393245697021484
Mean magnitude: 9.123473167419434
Mean magnitude: 7.589576244354248
Mean magnitude: 5.236026763916016
Mean magnitude: 14.039419174194336
Mean magnitude: 9.314750671386719
Mean magnitude: 6.256162166595459
Mean magnitude: 12.464639663696289
Mean magnitude: 4.807939529418945
Mean magnitude: 7.696409702301025
Mean magnitude: 0.9385420680046082
Mean magnitude: 7.287506580352783
Mean magnitude: 6.3546142578125
Mean magnitude: 6.320005893707275
Mean magnitude: 7.674777507781982
Mean magnitude: 21.387174606323242
Component attached gently, after 8.566652 seconds
Mean magnitude: 4.8613386154174805
Mean magnitude: 6.439614295959473
Mean magnitude: 6.97088623046875
Mean magnitude: 9.354273796081543
Mean magnitude: 0.8838834762573242
Mean magnitude: 12.153349876403809
Mean magnitude: 4.0143141746521
Mean magnitude: 3.894307851791382
Mean magnitude: 27.692861557006836
Component attached gently, after 10.921366 seconds
Mean magnitude: 0.4888259768486023
Mean magnitude: 0.5411742329597473
Mean magnitude: 0
Mean magnitude: 0
Mean magnitude: 3.354095220565796
Mean magnitude: 0.6383011341094971
Mean magnitude: 7.878744602203369
Mean magnitude: 6.164332866668701
Mean magnitude: 4.262882709503174
Mean magnitude: 0.4659399092197418
Mean magnitude: 2.9805874824523926
Mean magnitude: 3.5134592056274414
Mean magnitude: 0.48217496275901794
Component disappeared: Mean magnitude: 0.48217496275901794
Component detached
Timestamp: 20240917_195031
Mean magnitude: 3.385995864868164
Mean magnitude: 0
Mean magnitude: 0.6267237663269043
Mean magnitude: 8.75802230834961
Mean magnitude: 3.3935494422912598
Mean magnitude: 0.5392289161682129
Mean magnitude: 0.42334771156311035
Mean magnitude: 0.34684938192367554
Mean magnitude: 0.5188666582107544
Mean magnitude: 0.508947491645813
